"","V1.x","Team","STR","PRE","PE","NFP","Year","V1.y","id","name","position","conference.x","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush","V1","conference.y","offense.ppa","offense.totalPPA","offense.successRate","offense.explosiveness","offense.pointsPerOpportunity","offense.fieldPosition.averageStart","offense.fieldPosition.averagePredictedPoints","defense.ppa","defense.totalPPA","defense.successRate","defense.explosiveness","defense.stuffRate","defense.pointsPerOpportunity","defense.fieldPosition.averageStart","defense.fieldPosition.averagePredictedPoints","F_Rank","F_Plus","FEI","FEI_Rank","SP","SP_Rank","WP","FPI","FPI_Rank","Talent","Talent_rank","Difference_FPI","Difference_SP"
"708",694,"Arizona State",0.16,-0.13,0.25,10.4,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,"Pac-12",0.304391332596065,77.0110071468045,0.474308300395257,1.38140632434604,3.67741935483871,65.6,1.768,0.18812792283725,59.2602956937339,0.441269841269841,1.21381195238835,0.228187919463087,3.35714285714286,74.2,-1.08,16,1.05,0.55,15,13.5,21,0.5,12,23,701.99,30,7,9
"709",695,"NC State",0.15,0,0.14,1.6,2020,701,4240025,"Bailey Hockman","QB","ACC",320,0.296,0.306,0.213,712,"ACC",0.17233227122345,142.691120573016,0.423913043478261,1.32948915195169,3.8735632183908,70.3,1.381,0.15931282522146,143.859481174979,0.40531561461794,1.3163395428804,0.246696035242291,3.82051282051282,72.4,-1.215,59,0.1,-0.03,68,3.6,54,0.667,1.5,61,680.31,33,-28,-21
"710",696,"LSU",0.15,-0.3,0.28,3.4,2020,700,4685740,"Max Johnson","QB","SEC",203,0.292,0.296,0.28,699,"SEC",0.167897759629684,131.128150270783,0.439180537772087,1.18847615426737,3.21739130434783,71.8,1.253,0.279935847524702,186.717210298976,0.475262368815592,1.40126173609734,0.19620253164557,3.61971830985915,73.9,-1.157,55,0.13,-0.08,72,5.6,45,0.5,9.2,28,873.66,6,-22,-39
"711",697,"Northwestern",0.15,-0.12,0.14,-0.2,2020,698,4045290,"Peyton Ramsey","QB","Big Ten",362,0.289,0.316,0.18,719,"Big Ten",0.141197417151861,94.3198746574434,0.395209580838323,1.24110115043078,3.92727272727273,69.7,1.449,0.032045187189573,19.9961968062936,0.383012820512821,1.19701849559163,0.22463768115942,2.05555555555556,71.5,-1.291,25,0.81,0.45,21,10.1,30,0.778,12.8,20,621.29,48,28,18
"712",698,"Oregon State",0.12,0.31,-0.23,-3.1,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,"Pac-12",0.244475201037223,119.548373307202,0.466257668711656,1.15281664327206,4.25581395348837,67.6,1.548,0.276074595618136,131.135432918615,0.488421052631579,1.19162587113783,0.197026022304833,3.89583333333333,68.6,-1.528,82,-0.23,-0.2,80,-0.8,78,0.286,1.2,64,603.55,56,-8,-22
"713",699,"Utah",0.11,0.01,-0.14,0.8,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,"Pac-12",0.161259104917059,54.6668365668831,0.433628318584071,1.27597818495454,3.39393939393939,68.2,1.513,0.0924357481740249,30.2264896529062,0.370030581039755,1.35875538618594,0.274809160305344,2.94594594594595,71.8,-1.295,32,0.6,0.1,49,12.8,22,0.6,10,27,646.24,39,12,17
"714",700,"Notre Dame",0.1,-0.1,0.22,2.9,2020,728,4046678,"Ian Book","QB","FBS Independents",462,0.382,0.355,0.492,720,"FBS Independents",0.250051270421757,214.043887481024,0.453271028037383,1.25033990417063,3.8433734939759,71,1.375,0.113510529083351,83.3167283471799,0.380108991825613,1.39128755326401,0.281733746130031,2.828125,74.9,-1.076,12,1.26,0.68,10,15.7,16,0.833,19.3,7,866.56,8,1,-8
"715",701,"UAB",0.1,-0.15,0.3,0.2,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,"Conference USA",0.198186633329099,119.902913164105,0.423140495867769,1.27311463174019,3.53448275862069,70.2,1.39,0.0661417919315908,39.0236572396386,0.333898305084746,1.39740753948434,0.235294117647059,3.47727272727273,72.2,-1.242,40,0.37,0.13,48,6.7,40,0.667,1.5,61,459.04,92,31,52
"716",702,"Central Michigan",0.08,-0.06,0.22,5,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,"Mid-American",0.171196650430479,72.9297730833842,0.417840375586854,1.26283969582245,3.07142857142857,68.2,1.543,0.175689179100913,75.7220361924933,0.408352668213457,1.44736460093179,0.227678571428571,3.34146341463415,70.1,-1.45,66,0.02,0.22,37,-4.3,90,0.5,-3.5,85,339.85,123,38,33
"717",703,"Marshall",0.08,-0.11,0.17,2.7,2020,684,4430686,"Grant Wells","QB","Conference USA",324,0.225,0.197,0.393,700,"Conference USA",0.186354536933948,124.484830671878,0.452095808383234,1.18963062960139,3.85,70.1,1.435,0.0655506583099037,41.0347121019997,0.384984025559105,1.08454567161948,0.159744408945687,2.36,73.1,-1.175,45,0.32,0.22,35,3,56,0.7,2,58,473.64,88,30,32
"718",704,"Wisconsin",0.07,-0.07,0.23,7.4,2020,671,4426335,"Graham Mertz","QB","Big Ten",228,0.169,0.133,0.478,772,"Big Ten",0.109475414008851,53.5334774503281,0.439672801635992,1.12017634245924,3.46666666666667,69.1,1.489,0.0386423826572,15.9593040374236,0.346246973365617,1.27742394100239,0.267379679144385,2.4,72.7,-1.251,18,0.99,0.37,26,16.3,15,0.571,18.1,9,712.56,27,18,12
"719",705,"Western Kentucky",0.07,-0.23,0.12,0.6,2020,659,4036210,"Tyrrell Pigrome","QB","Conference USA",399,0.115,0.059,0.32,769,"Conference USA",0.0668694714246759,50.1521035685069,0.4,1.08415654796039,3.18461538461538,72.3,1.247,0.140652836833712,115.757284714145,0.398541919805589,1.26898717895318,0.177350427350427,3.72058823529412,71.7,-1.325,95,-0.61,-0.51,105,-3,86,0.417,-10,106,507.96,80,-26,-6
"720",706,"Nevada",0.06,-0.1,0.2,2.9,2020,715,4361435,"Carson Strong","QB","Mountain West",382,0.348,0.371,-0.22,714,"Mountain West",0.279058570861732,168.551376800486,0.43046357615894,1.42610105068235,3.49152542372881,71.2,1.33,0.141941530462372,88.8553980694447,0.407348242811502,1.21953741321055,0.190972222222222,3.54901960784314,72.4,-1.265,54,0.15,0.19,41,-0.4,74,0.778,-1.1,75,446.84,98,23,24
"721",707,"UCF",0.04,-0.32,0.21,2.1,2020,731,4427238,"Dillon Gabriel","QB","American Athletic",469,0.453,0.461,0.383,754,"American Athletic",0.315100801876368,266.890379189283,0.475796930342385,1.29809956023784,4.42857142857143,70.7,1.388,0.230620975188789,179.423118696878,0.465295629820051,1.26713311668217,0.199507389162562,4.24,72.3,-1.204,28,0.69,0.28,34,10.9,29,0.6,12,22,593.42,60,38,31
"722",708,"Michigan",0.02,-0.21,0.15,-0.7,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,"Big Ten",0.221633588381074,84.8856643499514,0.422976501305483,1.36862310106365,4.09090909090909,73,1.182,0.226181785475873,104.948348460805,0.426724137931034,1.28250563398674,0.144,4.36363636363636,71.3,-1.274,62,0.07,-0.29,90,8.8,33,0.333,4.5,48,827.18,17,-31,-16
"723",709,"Coastal Carolina",0.01,-0.13,0.04,6.3,2020,741,4427936,"Grayson McCall","QB","Sun Belt",357,0.549,0.652,0.283,669,"Sun Belt",0.347432769938813,276.556484871295,0.50251256281407,1.26879016535486,4.8641975308642,67,1.626,0.151745944837587,115.478664021404,0.425755584756899,1.2485367992372,0.179144385026738,3.28571428571429,73.9,-1.117,11,1.27,0.84,7,12.2,25,0.917,7.5,30,407.99,106,76,81
"724",710,"Missouri",-0.01,-0.24,0.25,-0.6,2020,704,4426444,"Connor Bazelak","QB","SEC",357,0.31,0.345,-0.026,710,"SEC",0.19117914536728,133.443043466362,0.44269340974212,1.23871068239993,3.59677419354839,72.7,1.192,0.27231524239465,181.361951434837,0.462462462462462,1.2902006264098,0.185840707964602,4.91228070175439,71.9,-1.245,84,-0.3,-0.32,93,0.3,68,0.5,3.8,49,619.03,50,1,-18
"725",711,"Minnesota",-0.01,-0.08,0,-3.6,2020,705,4240756,"Tanner Morgan","QB","Big Ten",204,0.311,0.315,0.253,708,"Big Ten",0.231170936351976,110.268536639893,0.446540880503145,1.25644830107754,3.91489361702128,73.6,1.165,0.330343124234846,136.762053433226,0.502415458937198,1.20803019942138,0.142857142857143,3.62222222222222,72,-1.302,58,0.12,-0.23,84,8.6,34,0.429,5.4,42,630.65,45,3,11
"726",712,"Wyoming",-0.02,-0.23,0.07,-0.6,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,"Mountain West",0.155790406508205,63.2509050423311,0.386699507389163,1.2313353213252,3.13333333333333,70.4,1.374,0.0660260061370229,25.8161683995759,0.388746803069054,1.22640582525364,0.201005025125628,3,70.9,-1.377,77,-0.11,0.04,60,-3.2,87,0.333,-0.5,73,352.91,119,46,32
"727",713,"Clemson",-0.02,-0.21,0.04,4.9,2020,739,4360310,"Trevor Lawrence","QB","ACC",397,0.497,0.49,0.545,668,"ACC",0.30970361362896,275.326512516146,0.474690663667042,1.35243440225371,4.31958762886598,69.7,1.421,0.0737273344419527,56.6225928514197,0.33984375,1.44936937386214,0.266839378238342,2.56451612903226,73.1,-1.145,3,1.99,0.95,3,27.4,3,0.833,26.9,3,915.57,4,1,1
"728",714,"Wake Forest",-0.02,-0.12,0.03,-3.8,2020,712,4361994,"Sam Hartman","QB","ACC",335,0.337,0.39,-0.04,766,"ACC",0.217269225665744,149.263958032366,0.416302765647744,1.34966114696857,4.24242424242424,70.9,1.322,0.20262924482078,133.735301581715,0.459090909090909,1.25143003352024,0.234957020057307,4.234375,71,-1.289,73,-0.06,0.05,57,-2.3,82,0.444,5,43,577.3,66,23,-16
"729",715,"Florida Atlantic",-0.03,-0.13,0.11,1.6,2020,656,4258236,"Nick Tronti","QB","Conference USA",202,0.045,0.052,0.022,676,"Conference USA",0.111277804286135,57.641902620218,0.391891891891892,1.28753294642114,3.07317073170732,71,1.306,0.0887425829937526,46.4123709057326,0.403441682600382,1.20435529596891,0.197841726618705,2.4,72.4,-1.261,101,-0.71,-0.43,100,-7.1,95,0.556,-7.1,97,551.42,71,-26,-24
"730",716,"SMU",-0.03,-0.19,-0.03,0.3,2020,726,4039034,"Shane Buechele","QB","American Athletic",423,0.379,0.352,0.645,735,"American Athletic",0.275607959435298,205.327929779297,0.456375838926175,1.3647241375685,3.74698795180723,68.8,1.503,0.219046813244014,162.532735427058,0.420485175202156,1.36141083985975,0.205,4.67741935483871,71.2,-1.291,50,0.22,0,65,5.9,43,0.7,0.9,67,586.57,63,-4,20
"731",717,"South Alabama",-0.05,-0.2,0.1,-1.5,2020,676,4373851,"Desmond Trotter","QB","Sun Belt",329,0.205,0.195,0.254,736,"Sun Belt",0.115148243671538,88.2035546523982,0.382506527415144,1.35940300016076,2.75384615384615,72.5,1.237,0.217981439869005,161.306265503064,0.464864864864865,1.24001377979693,0.202020202020202,3.54878048780488,69.6,-1.445,108,-0.98,-0.34,96,-16.1,116,0.364,-13.2,114,391.8,112,-2,-4
"732",718,"Charlotte",-0.05,-0.26,0.04,-3.6,2020,670,4259269,"Chris Reynolds","QB","Conference USA",226,0.167,0.215,-0.096,666,"Conference USA",0.132716813121794,54.9447606324227,0.393719806763285,1.34250970538386,4.47058823529412,72.6,1.241,0.246930702525025,94.0805976620344,0.477690288713911,1.23097059943751,0.180094786729858,3.975,69.7,-1.405,113,-1.14,-0.68,112,-11.9,109,0.333,-12.6,111,462.65,91,-20,-18
"733",719,"Georgia State",-0.05,-0.22,0.08,1.1,2020,679,4568411,"Cornelious Brown","QB","Sun Belt",400,0.216,0.236,0.146,682,"Sun Belt",0.186655309187809,137.751618180603,0.413279132791328,1.34142741214284,4.55223880597015,65.6,1.684,0.149295323040253,108.985585819385,0.410958904109589,1.39639673393943,0.231481481481481,3.45070422535211,70.6,-1.37,80,-0.13,0.04,58,-4,88,0.6,-4.7,91,412.83,105,14,17
"734",720,"Iowa State",-0.07,-0.11,0.05,2.3,2020,725,4361741,"Brock Purdy","QB","Big 12",449,0.378,0.341,0.566,689,"Big 12",0.263165547576993,217.111576751019,0.48,1.21653654816294,4.5125,69,1.447,0.109961432135534,82.8009583980568,0.391766268260292,1.29901576749567,0.244252873563218,2.73134328358209,71.7,-1.296,9,1.41,0.71,9,18.7,11,0.75,17.9,10,602.96,57,47,46
"735",721,"Western Michigan",-0.08,-0.12,0.06,0.1,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,"Mid-American",0.379998679867129,146.679490428712,0.520725388601036,1.27268737320993,4.11904761904762,67,1.628,0.229320386034664,96.7732029066282,0.421800947867299,1.32291619444084,0.240384615384615,4.59459459459459,69.7,-1.415,43,0.36,0.32,31,1.8,62,0.667,-2.3,82,453.98,95,13,33
"736",722,"Rice",-0.09,-0.37,0.22,5.2,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,"Conference USA",0.140623446682596,48.0932187654477,0.415204678362573,1.15168126007806,3.35483870967742,67.9,1.548,0.0872648859847147,25.8304062514756,0.402027027027027,1.20983880932755,0.197530864197531,2.375,72.8,-1.235,96,-0.62,-0.23,85,-9.5,103,0.4,-6.7,96,362.74,115,19,12
"737",723,"Tennessee",-0.09,-0.14,0.3,0.4,2020,691,4035167,"Jarrett Guarantano","QB","SEC",204,0.254,0.16,0.867,744,"SEC",0.126617965408168,83.5678571693906,0.431818181818182,1.190444200062,3.01785714285714,72.7,1.207,0.199127864025939,138.194737634002,0.475504322766571,1.12201647417325,0.217983651226158,3.83333333333333,71.8,-1.27,79,-0.13,-0.32,92,4.6,50,0.3,3,53,842.87,15,-38,-35
"738",724,"Oregon",-0.1,-0.26,0.18,-1.1,2020,736,4360689,"Tyler Shough","QB","Pac-12",226,0.478,0.495,0.421,726,"Pac-12",0.334508241701882,138.820920306281,0.501204819277108,1.29442179037418,4.28260869565217,71.8,1.271,0.187684777087029,99.0975623019513,0.446969696969697,1.17134611289374,0.202952029520295,3.62745098039216,66,-1.666,26,0.76,0.15,47,15.6,17,0.571,14.3,17,855.5,12,-5,-5
"739",725,"Liberty",-0.1,-0.18,0.08,0.9,2020,738,4242512,"Malik Willis","QB","FBS Independents",400,0.487,0.373,0.745,694,"FBS Independents",0.330202053639331,257.887803892317,0.494238156209987,1.3074074090716,3.72941176470588,69.2,1.48,0.160364027222937,106.000621994362,0.40695915279879,1.26184715010628,0.180981595092025,2.98461538461538,71.6,-1.254,39,0.38,0.18,42,5.6,44,0.909,-1.2,76,161.98,127,51,83
"740",726,"Boston College",-0.1,-0.11,0.17,2.6,2020,713,4372768,"Phil Jurkovec","QB","ACC",375,0.339,0.322,0.451,660,"ACC",0.216616876420009,147.299475965606,0.439705882352941,1.2769547907001,3.6969696969697,70.8,1.321,0.259575930636342,174.435025387622,0.473214285714286,1.28732699800307,0.194202898550725,3.74647887323944,71.1,-1.365,75,-0.08,-0.03,69,-1,79,0.545,2.9,54,602.69,58,4,-21
"741",727,"Appalachian State",-0.11,-0.21,0.22,2.9,2020,703,4036429,"Zac Thomas","QB","Sun Belt",378,0.309,0.272,0.468,650,"Sun Belt",0.251307160866373,210.344093645154,0.469534050179211,1.23950140419489,3.92207792207792,69.5,1.455,0.0810936705904305,64.1450934370305,0.36409608091024,1.36617846748098,0.196642685851319,3.28070175438596,74.4,-1.087,21,0.89,0.43,22,12.3,24,0.75,6,39,455.28,93,54,69
"742",728,"Virginia",-0.12,-0.02,0.13,-0.7,2020,694,4370775,"Brennan Armstrong","QB","ACC",393,0.274,0.227,0.398,764,"ACC",0.195862516870033,145.134125000694,0.435897435897436,1.27943321163977,4.04918032786885,70.8,1.346,0.184752599885619,127.109788721306,0.402616279069767,1.4641889280553,0.198813056379822,3.04054054054054,70.2,-1.368,60,0.09,-0.03,67,3.3,55,0.5,2.6,57,588.54,62,5,7
"743",729,"North Texas",-0.12,-0.19,0.29,-2.3,2020,720,4360163,"Austin Aune","QB","Conference USA",211,0.359,0.369,0.263,718,"Conference USA",0.290781340593636,225.646320300662,0.469072164948454,1.34939856280276,4.03076923076923,71.7,1.285,0.336866286052375,252.649714539281,0.469333333333333,1.37523710099995,0.156398104265403,4.66666666666667,68.8,-1.458,118,-1.31,-0.84,119,-12.7,110,0.4,-18.1,120,493.53,82,-38,-28
"744",730,"Mississippi State",-0.14,-0.23,0.1,-3.7,2020,654,4044431,"K.J. Costello","QB","SEC",232,-0.032,-0.031,-0.048,709,"SEC",0.05288556899397,39.9814901594413,0.411375661375661,1.13833655387319,2.89655172413793,72.4,1.251,0.125021488561897,96.6416106583464,0.415265200517464,1.27153351597363,0.193905817174515,3.17567567567568,69,-1.483,74,-0.08,-0.17,77,2.2,58,0.364,3.1,52,737.19,23,-29,-35
"745",730,"Mississippi State",-0.14,-0.23,0.1,-3.7,2020,663,4566196,"Will Rogers","QB","SEC",374,0.131,0.105,1.074,709,"SEC",0.05288556899397,39.9814901594413,0.411375661375661,1.13833655387319,2.89655172413793,72.4,1.251,0.125021488561897,96.6416106583464,0.415265200517464,1.27153351597363,0.193905817174515,3.17567567567568,69,-1.483,74,-0.08,-0.17,77,2.2,58,0.364,3.1,52,737.19,23,-29,-35
"746",731,"Air Force",-0.15,-0.21,0.17,-3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,"Mountain West",0.331945165749484,122.15582099581,0.535326086956522,1.05845340464469,4.06060606060606,72.1,1.246,0.122460563842566,43.7184212917961,0.439775910364146,1.13301891278708,0.125,2.7037037037037,72,-1.244,47,0.28,0.36,28,-1.1,80,0.5,-1,74,71.92,155,81,75
"747",732,"North Carolina",-0.15,-0.33,0.16,0.9,2020,737,4426875,"Sam Howell","QB","ACC",440,0.481,0.502,0.348,716,"ACC",0.39742837575544,336.621834264858,0.50767414403778,1.43206387931828,4.74725274725275,70.9,1.335,0.204013463859246,168.107094220019,0.41504854368932,1.33201891241283,0.16624685138539,3.81818181818182,72.7,-1.172,15,1.05,0.39,24,17.1,12,0.667,10.2,26,740.19,22,-4,10
"748",733,"UTEP",-0.15,-0.07,0.02,-5.5,2020,693,4575668,"Gavin Hardison","QB","Conference USA",223,0.264,0.332,-0.422,761,"Conference USA",0.163411511997092,87.2617474064473,0.374531835205993,1.35731602914619,3.38775510204082,71.6,1.29,0.222696765177935,108.89871817201,0.433537832310838,1.3044573070954,0.185328185328185,4.22448979591837,67.9,-1.577,123,-1.92,-1.01,122,-23.7,125,0.375,-22.8,123,354.98,118,-5,-7
"749",734,"Colorado",-0.15,0.01,0.14,-0.1,2020,688,4040880,"Sam Noyer","QB","Pac-12",206,0.243,0.18,0.489,670,"Pac-12",0.123986151166944,55.297823420457,0.385650224215247,1.31832220705487,3.0952380952381,72.2,1.275,0.128015577083116,52.2303554499113,0.362745098039216,1.50119910310737,0.262569832402235,3.15217391304348,70.4,-1.402,69,-0.02,-0.03,70,0.6,67,0.667,1.8,59,628.76,46,-13,-21
"750",735,"South Florida",-0.17,-0.04,-0.16,-5.9,2020,673,4360890,"Jordan McCloud","QB","American Athletic",209,0.186,0.143,0.419,739,"American Athletic",0.0834548596053717,47.5692699750619,0.391228070175439,1.24271461627379,2.30508474576271,71.1,1.335,0.219164489307049,126.896239308781,0.461139896373057,1.21800378448032,0.190909090909091,4.39655172413793,66.7,-1.667,114,-1.21,-0.78,117,-11.4,108,0.111,-11.7,109,538.34,74,-35,-34
"751",736,"Northern Illinois",-0.19,-0.09,0.11,-5.9,2020,665,3858269,"Ross Bowers","QB","Mid-American",231,0.135,0.148,-0.205,717,"Mid-American",0.11149099044368,48.6100718334443,0.415137614678899,1.24817487010323,3.69444444444444,72,1.249,0.263975634592411,99.2548386067466,0.468085106382979,1.29524441563998,0.205741626794258,3.5,67.1,-1.653,103,-0.85,-0.19,79,-16.2,117,0,-12,110,422.13,104,-6,-13
"752",737,"Tulsa",-0.23,-0.08,0.09,-1.4,2020,672,4035409,"Zach Smith","QB","American Athletic",296,0.174,0.193,-0.118,752,"American Athletic",0.128599294875244,84.1039388484093,0.408256880733945,1.2829165086156,3.3448275862069,69.9,1.425,0.0391035158311182,24.6352149736044,0.36031746031746,1.15625809701322,0.201219512195122,2.7719298245614,71,-1.394,38,0.46,0.21,39,6.8,39,0.667,6.4,37,469.29,89,52,50
"753",738,"Georgia Southern",-0.24,0.14,0.05,-1.7,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,"Sun Belt",0.202281088593928,163.847681761082,0.44320987654321,1.13553892431375,3.75342465753425,71.6,1.295,0.106733556450231,87.6282498456393,0.380024360535932,1.30378380134613,0.263959390862944,2.94666666666667,64.2,-1.763,56,0.13,0.16,44,-0.1,71,0.615,-3.8,86,422.62,103,17,32
"754",739,"Ole Miss",-0.25,-0.2,0.13,3.8,2020,735,4362874,"Matt Corral","QB","SEC",390,0.471,0.426,0.629,725,"SEC",0.28485153308522,203.383994622847,0.464985994397759,1.39821356450186,4.13888888888889,72,1.243,0.358818659217916,250.096605474888,0.509325681492109,1.25294982290474,0.158823529411765,4.640625,74.6,-1.062,41,0.37,0.05,55,8.3,36,0.5,6.5,35,702.95,29,-6,-7
"755",740,"UNLV",-0.25,-0.11,0.06,-6.8,2020,675,4035856,"Max Gilliam","QB","Mountain West",212,0.202,0.078,0.737,757,"Mountain West",0.13592585646173,57.3607114268501,0.37914691943128,1.31082308492331,3.03571428571429,74,1.08,0.352403993269493,141.666405294336,0.477611940298507,1.36793111666706,0.15929203539823,4.12765957446809,67.2,-1.615,121,-1.73,-0.84,120,-22.8,123,0,-18.5,121,453.11,96,-25,-27
"756",741,"Buffalo",-0.27,-0.1,0.05,2.6,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,"Mid-American",0.375418129588754,171.941503351649,0.480349344978166,1.36289068608931,4.7906976744186,70.5,1.383,0.11534055437004,55.3634660976194,0.4,1.18367954435359,0.127413127413127,3.15,71.6,-1.288,17,0.99,0.84,6,5.3,48,0.857,5.7,40,336.31,124,84,76
"757",742,"Maryland",-0.27,-0.23,0.18,1.8,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,"Big Ten",0.160446280599334,49.0965618633963,0.38562091503268,1.53033412387978,2.44,72.2,1.255,0.215589459206047,85.8046047640067,0.414572864321608,1.26228039638839,0.162162162162162,4.40625,73.9,-1.193,81,-0.15,-0.31,91,3.7,53,0.4,-1.6,78,683.2,32,-46,-21
"758",743,"Illinois",-0.31,-0.14,0.11,1.5,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,"Big Ten",0.130468035849894,66.9301023909954,0.374269005847953,1.36941351697649,2.91666666666667,72.2,1.255,0.316385112613126,179.390358851643,0.504409171075838,1.19598983890966,0.163690476190476,4.44230769230769,73,-1.202,102,-0.74,-0.6,109,-4.1,89,0.25,-2.3,81,643.6,40,-41,-49
"759",744,"Arizona",-0.31,-0.18,0.06,-11.9,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,651,"Pac-12",0.0713085534115191,26.3128562088506,0.398373983739837,1.11132310126017,2.53125,76.4,0.965,0.278488392762072,98.0279142522495,0.463068181818182,1.28571126057868,0.18859649122807,3.75,66.4,-1.722,111,-1.08,-0.74,115,-9.1,98,0,-7.1,98,564.56,68,-30,-30
"760",746,"Kent State",-0.32,-0.13,0.18,-7.1,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,"Mid-American",0.472668853000851,153.144708372276,0.549382716049383,1.30177876993258,5.14285714285714,69.9,1.456,0.274243952363403,71.0291836621213,0.44015444015444,1.49939992542009,0.19620253164557,4.72,65.7,-1.671,83,-0.24,0.06,54,-7,94,0.75,-3.8,86,391.22,113,27,19
"761",747,"Louisville",-0.33,-0.19,-0.04,-6.1,2020,727,4240069,"Malik Cunningham","QB","ACC",430,0.381,0.321,0.564,698,"ACC",0.276620841589139,200.826730993715,0.418732782369146,1.53648988539182,3.75,73.2,1.183,0.159056151386899,110.862137516668,0.393113342898135,1.36194585409684,0.208651399491094,3.58108108108108,67.4,-1.597,42,0.37,0.04,59,8.5,35,0.364,6.2,38,619.02,51,13,16
"762",748,"Louisiana Tech",-0.33,-0.05,0.01,-2.5,2020,668,4043980,"Luke Anthony","QB","Conference USA",268,0.15,0.105,0.557,697,"Conference USA",0.0811909431964639,56.8336602375247,0.39,1.20265479441066,4.05454545454545,66.6,1.638,0.230738785897506,160.594194984665,0.452586206896552,1.27674996877894,0.184615384615385,3.92753623188406,66.7,-1.655,112,-1.13,-0.59,108,-13.9,113,0.5,-11.5,108,515.34,77,-31,-36
"763",749,"New Mexico",-0.34,-0.13,0.06,0.5,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,"Mountain West",0.11286601893874,56.0944114125539,0.398390342052314,1.24756269767413,2.75471698113208,64.7,1.776,0.300582631924522,134.661019102186,0.453125,1.34758290158361,0.198198198198198,3.39130434782609,64.8,-1.739,110,-1,-0.33,95,-16.5,119,0.286,-11.3,107,396.74,109,2,-10
